Model,hyperparams,mean_accuracy,std_accuracy
RF,n_estimators=100,0.7066666666666667,0.03887301263230203
PRF,"n_estimators=50, bootstrap=True, max_depth=None, max_features=sqrt",0.9666666666666666,1.1102230246251565e-16
DeepForest,"n_estimators=3, n_trees=10",0.8733333333333333,0.08273115763993903
PDRF,"n_cascade_estimators=4, n_trees_pdrf=10, max_depth_pdrf=4",0.9666666666666666,1.1102230246251565e-16
KSVM,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.9,0.0
