n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.7703977798334876,0.00559341959586715
50,True,,sqrt,0.7748381128584644,0.003441457028258702
100,True,,sqrt,0.778168362627197,0.004354709452706697
200,True,,sqrt,0.7779833487511563,0.002744199255169542
