n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.9614035087719298,0.017189401703741586
50,True,,sqrt,0.968421052631579,0.016269506132448604
100,True,,sqrt,0.9666666666666666,0.008594700851870828
200,True,,sqrt,0.9614035087719298,0.008945648269461055
