Model,Mean Accuracy,Std
KSVM,1.0,0.0
PDRF,0.9666666666666667,0.0
PRF,0.9500000000000001,0.02545875386086577
RF,0.9333333333333335,1.1102230246251565e-16
DF,0.9277777777777777,0.02991758226185835
NN,0.811111111111111,0.13005222123021806
