Model,Mean Accuracy,Std
PRF,0.8308664816527908,0.004116876325260152
PDRF,0.8048103607770583,0.007794773148174252
NN,0.7739747147702745,0.0040557960030730405
KSVM,0.7705827937095283,1.1102230246251565e-16
DF,0.7130743139068764,0.01691820697910913
RF,0.6879432624113476,0.005490130686020621
