Model,hyperparams,mean_accuracy,std_accuracy
RF,n_estimators=100,0.8894736842105264,0.008945648269461055
PRF,"n_estimators=50, bootstrap=True, max_depth=None, max_features=sqrt",0.9631578947368421,0.015091798714109875
DF,"n_estimators=3, n_trees=10",0.9035087719298245,0.00960916767552922
PDF,"n_cascade_estimators=6, n_trees_pdf=30, max_depth_pdf=8",0.9596491228070176,0.007017543859649145
KSVM,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",0.8859649122807017,0.0
