Model,Mean Accuracy,Std
PRF,0.8035769349367871,0.006811816846862355
RF,0.7971014492753623,0.004552828572381542
DF,0.7915510329941412,0.006058243202093299
KSVM,0.7798334875115635,1.1102230246251565e-16
NN,0.759481961147086,0.005340890556795812
PDRF,0.7326549491211841,0.0
