Model,Mean Accuracy,Std
PRF,0.8094357076780758,0.001771373002324391
PDRF,0.7895467160037004,0.0038047988526836328
KSVM,0.7696577243293247,0.0
NN,0.7676534073388838,0.002993599728484049
DF,0.7087573234659267,0.023815920725299117
RF,0.6851680542707369,0.004885285081022168
