Model,Mean Accuracy,Std
PDRF,0.9111111111111111,0.045812284729085107
DF,0.7444444444444445,0.05983516452371675
PRF,0.7388888888888889,0.13799713720415802
NN,0.6666666666666666,0.0
KSVM,0.6666666666666666,0.0
RF,0.5555555555555555,0.0831479419283098
