Model,Mean Accuracy,Std
DF,0.7444444444444445,0.05983516452371675
PDRF,0.6944444444444443,0.062112999374994184
NN,0.6666666666666666,0.0
KSVM,0.6666666666666666,0.0
RF,0.5555555555555555,0.0831479419283098
PRF,0.22222222222222224,0.1227262335243029
