n_estimators,n_trees_drf,mean_accuracy,std_accuracy
2,10,0.5999999999999999,0.06992058987801009
2,20,0.6599999999999999,0.07717224601860152
2,30,0.6799999999999999,0.08844332774281069
3,10,0.6,0.17511900715418263
3,20,0.6533333333333333,0.09092121131323902
3,30,0.6,0.09189365834726812
