n_estimators,n_trees_df,mean_accuracy,std_accuracy
2,10,0.7235892691951896,0.013035274711421697
2,20,0.7346901017576318,0.006981669662946615
2,30,0.7383903792784459,0.012969459514021734
3,10,0.736355226641998,0.007605848211320787
3,20,0.7363552266419983,0.010898557983365894
3,30,0.747086031452359,0.013246269986803871
