n_estimators,mean_accuracy,std_accuracy
20,0.8789473684210526,0.024435768907340553
50,0.8859649122807017,0.016643566632465124
100,0.8824561403508773,0.013128622409733122
200,0.8859649122807017,0.012405382126079788
