n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.6980000000000001,0.03655133376499412
50,True,,sqrt,0.728,0.011661903789690611
100,True,,sqrt,0.718,0.016000000000000014
200,True,,sqrt,0.7280000000000001,0.014696938456699083
