n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.573125,0.01111024302164448
50,True,,sqrt,0.5931249999999999,0.005728219618694799
100,True,,sqrt,0.59375,0.004841229182759297
200,True,,sqrt,0.5987500000000001,0.0072886898685566
