n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.9421052631578947,0.007017543859649094
50,True,,sqrt,0.9403508771929824,0.006564311204866537
100,True,,sqrt,0.9385964912280702,0.0055478555441550335
200,True,,sqrt,0.9421052631578947,0.008945648269461006
