n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.7798334875115633,0.004338959999836648
50,True,,sqrt,0.7790934320074007,0.005213322036486728
100,True,,sqrt,0.7809435707678076,0.005246048798800316
200,True,,sqrt,0.777613320999075,0.004323153171340596
