n_estimators,mean_accuracy,std_accuracy
20,0.5933333333333334,0.038873012632301994
50,0.5933333333333333,0.038873012632301994
100,0.5733333333333334,0.0573488351136175
200,0.5599999999999999,0.03265986323710903
