n_estimators,mean_accuracy,std_accuracy
20,0.8807017543859649,0.022603681976710737
50,0.8859649122807017,0.00960916767552922
100,0.8894736842105264,0.008945648269461055
200,0.8894736842105262,0.007017543859649145
