n_estimators,mean_accuracy,std_accuracy
20,0.5740000000000001,0.02416609194718911
50,0.6359999999999999,0.01743559577416271
100,0.6759999999999999,0.007999999999999969
200,0.6839999999999999,0.02244994432064362
