n_estimators,mean_accuracy,std_accuracy
20,0.7121184088806661,0.004393836109912273
50,0.7291396854764106,0.007524403111068569
100,0.7415356151711379,0.0026554486761160424
200,0.7448658649398705,0.001591549540618424
