n_estimators,mean_accuracy,std_accuracy
20,0.6799999999999999,0.04521553322083511
50,0.6866666666666666,0.039999999999999994
100,0.7066666666666667,0.03887301263230203
200,0.7066666666666667,0.02494438257849294
