n_estimators,mean_accuracy,std_accuracy
20,0.7886435331230285,0.0035775028046696263
50,0.8103049421661408,0.0038297736806465685
100,0.8174027339642482,0.0038369847088368042
200,0.8212407991587802,0.0030702000674356134
