n_estimators,mean_accuracy,std_accuracy
20,0.7104532839962998,0.01358309331580214
50,0.7291396854764108,0.009656235597187729
100,0.7320999074930621,0.007227391298658509
200,0.7387604070305273,0.007298088038229791
