Model,Mean Accuracy,Std
PRF,0.7986432315757015,0.003052573215113053
PDRF,0.7830712303422755,0.0032814980964836157
NN,0.7681159420289855,0.00458404833404826
KSVM,0.7668825161887142,0.0
DF,0.708294788775825,0.011375804345172215
RF,0.694572926302806,0.0048779808879298395
