Model,Mean Accuracy,Std
KSVM,0.7333333333333333,0.0
NN,0.5166666666666667,0.12874033584729408
PDRF,0.4777777777777778,0.11493422703098444
PRF,0.4388888888888889,0.07556372504853023
RF,0.3444444444444444,0.04157397096415491
DF,0.3111111111111111,0.11331154474650633
