Model,Mean Accuracy,Std
PRF,0.7920135676842429,0.0024132710210450856
PDRF,0.7792167745914277,0.0030989440706509024
NN,0.7600986740672218,0.0044578576302192405
KSVM,0.759481961147086,0.0
DF,0.7062904717853841,0.021719439189405915
RF,0.6674375578168363,0.008657351305190537
