Model,Mean Accuracy,Std
KSVM,0.45,0.0
PRF,0.41666666666666674,0.06871842709362769
NN,0.40833333333333327,0.05335936864527375
DF,0.3416666666666666,0.07861650943380502
RF,0.2916666666666667,0.08374896350934076
