Model,Mean Accuracy,Std
KSVM,0.6666666666666666,0.0
NN,0.6222222222222221,0.0598351645237167
PDRF,0.5333333333333333,0.20367003088692623
PRF,0.4777777777777778,0.08534606386520675
DF,0.29444444444444445,0.0950957931590205
RF,0.2111111111111111,0.03685138655950444
