Model,Mean Accuracy,Std
PRF,0.7904717853839038,0.0036517789954754742
RF,0.7778291705211223,0.006418334349829982
DF,0.7681159420289855,0.004020476352268041
PDRF,0.7577860006167129,0.002413271021045114
KSVM,0.7548566142460684,0.0
NN,0.7306506321307431,0.0030408700159290825
