Model,Mean Accuracy,Std
KSVM,1.0,0.0
PDRF,0.9666666666666667,0.0
RF,0.9666666666666667,0.0
DF,0.9666666666666667,0.0
PRF,0.9611111111111111,0.01242259987499883
NN,0.8166666666666665,0.13298565781762028
