Model,Mean Accuracy,Std
PDRF,0.8559975331483195,0.002045405359454451
PRF,0.8544557508479803,0.002598257716058065
NN,0.7789084181313598,0.006341956152082379
KSVM,0.7715078630897317,0.0
DF,0.7341967314215233,0.01419779763579566
RF,0.7102991057662659,0.012722273355458686
