n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.9631578947368421,0.010229740166395296
50,True,,sqrt,0.9631578947368421,0.0035087719298245723
100,True,,sqrt,0.968421052631579,0.007017543859649145
200,True,,sqrt,0.9666666666666666,0.006564311204866584
