n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.9400000000000001,0.038873012632301994
50,True,,sqrt,0.9666666666666666,1.1102230246251565e-16
100,True,,sqrt,0.9666666666666666,1.1102230246251565e-16
200,True,,sqrt,0.9666666666666666,1.1102230246251565e-16
