n_estimators,bootstrap,max_depth,max_features,mean_accuracy,std_accuracy
20,True,,sqrt,0.5762499999999999,0.01195695404356814
50,True,,sqrt,0.58375,0.004145780987944228
100,True,,sqrt,0.5956250000000001,0.013050383136138185
200,True,,sqrt,0.5937500000000001,0.007654655446197423
