Model,Mean Accuracy,Std
KSVM,1.0,0.0
PRF,1.0,0.0
DF,0.9833333333333334,0.016666666666666663
PDRF,0.9666666666666667,0.0
RF,0.9666666666666667,0.01924500897298752
NN,0.6777777777777777,0.02484519974999766
