Model,Mean Accuracy,Std
PRF,0.8482886216466233,0.0010681781113591354
PDRF,0.8233117483811286,0.0038882270160094145
NN,0.778600061671292,0.006243742439505566
KSVM,0.7715078630897317,0.0
DF,0.7388220783225409,0.015027435005872617
RF,0.7311131668208449,0.00653395624434692
