Model,Mean Accuracy,Std
PRF,0.8371877890841812,0.006901951676102167
RF,0.8339500462534689,0.003009438991048883
DF,0.8308664816527905,0.0035993270212546207
KSVM,0.8233117483811286,0.0
NN,0.7819919827320382,0.0016605503568099366
PDRF,0.7579401788467468,0.00979972160473062
