Model,Mean Accuracy,Std
RF,0.8354918285538083,0.0032669781221734647
DF,0.8304039469626888,0.009230113812578336
PRF,0.8287079864323158,0.004286598450341585
KSVM,0.8233117483811286,0.0
NN,0.7823003391921061,0.002113985384027459
PDRF,0.7150786308973173,0.0
