Model,Mean Accuracy,Std
DF,0.9777777777777779,0.01571348402636772
PDRF,0.9666666666666667,0.0
KSVM,0.9666666666666667,0.0
PRF,0.9611111111111111,0.01242259987499883
RF,0.9444444444444445,0.02484519974999766
NN,0.8166666666666665,0.1031898645611484
