Model,Mean Accuracy,Std
PRF,0.7944804193647858,0.007331170785056236
RF,0.7858464384828863,0.0036125114134628327
DF,0.7827628738822078,0.010375862694043331
KSVM,0.7687326549491211,0.0
NN,0.7577860006167129,0.0024716650542524602
PDRF,0.7067530064754858,1.1102230246251565e-16
