Model,Mean Accuracy,Std
PRF,0.9388888888888888,0.04044505494044732
PDRF,0.8722222222222221,0.15801625170364325
RF,0.7999999999999999,0.054433105395181765
KSVM,0.7666666666666667,0.0
DF,0.7388888888888889,0.1339107865910439
NN,0.7222222222222222,0.07370277311900891
